,School,Gender,Role,Citations,Earliest_Pub,Citations per year,Field_1,Field_2,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
2150,Louisiana State University and Agricultural&Mechanical College,Male,Professor,436.0,2000.0,21.8,Systems theory; control,,,,,,,,,,,
2151,Louisiana State University and Agricultural&Mechanical College,Male,Professor,459.0,1996.0,19.125,Associative rings and algebras,,,,,,,,,,,
2152,Louisiana State University and Agricultural&Mechanical College,Male,Professor,531.0,1990.0,17.7,Combinatorics,,,,,,,,,,,
2153,Louisiana State University and Agricultural&Mechanical College,Male,Professor,465.0,1992.0,16.60714286,Several complex variables and analytic spaces,,,,,,,,,,,
2154,Louisiana State University and Agricultural&Mechanical College,Male,Professor,786.0,1972.0,16.375,Fourier analysis,"Integral transforms, operational calculus",,,,,,,,,,
2155,Louisiana State University and Agricultural&Mechanical College,Male,Professor,438.0,1993.0,16.22222222,Associative rings and algebras,,,,,,,,,,,
2156,Louisiana State University and Agricultural&Mechanical College,Male,Professor,287.0,2001.0,15.10526316,Algebraic geometry,,,,,,,,,,,
2157,Louisiana State University and Agricultural&Mechanical College,Male,Professor,504.0,1986.0,14.82352941,Mechanics of deformable solids,,,,,,,,,,,
2158,Louisiana State University and Agricultural&Mechanical College,Male,Professor,532.0,1980.0,13.3,Functional analysis,,,,,,,,,,,
2159,Louisiana State University and Agricultural&Mechanical College,Male,Professor,544.0,1978.0,12.95238095,Manifolds and cell complexes,,,,,,,,,,,
2160,Louisiana State University and Agricultural&Mechanical College,Male,Professor,351.0,1991.0,12.10344828,Combinatorics,,,,,,,,,,,
2161,Louisiana State University and Agricultural&Mechanical College,Male,Professor,259.0,1996.0,10.79166667,Manifolds and cell complexes,,,,,,,,,,,
2162,Louisiana State University and Agricultural&Mechanical College,Male,Professor,241.0,1989.0,7.774193548,Combinatorics,,,,,,,,,,,
2163,Louisiana State University and Agricultural&Mechanical College,Male,Professor,279.0,1982.0,7.342105263,"Order, lattices, ordered algebraic structures",Algebraic geometry,,,,,,,,,,
2164,Louisiana State University and Agricultural&Mechanical College,Male,Professor,137.0,2001.0,7.210526316,Manifolds and cell complexes,,,,,,,,,,,
2165,Louisiana State University and Agricultural&Mechanical College,Male,Professor,199.0,1987.0,6.03030303,Mechanics of deformable solids,,,,,,,,,,,
2166,Louisiana State University and Agricultural&Mechanical College,Male,Professor,111.0,1997.0,4.826086957,"Optics, electromagnetic theory",,,,,,,,,,,
2167,Louisiana State University and Agricultural&Mechanical College,Male,Professor,163.0,1985.0,4.657142857,Probability theory and stochastic processes,,,,,,,,,,,
2168,Louisiana State University and Agricultural&Mechanical College,Male,Professor,113.0,1990.0,3.766666667,Partial differential equations,,,,,,,,,,,
2169,Louisiana State University and Agricultural&Mechanical College,Male,Professor,69.0,1998.0,3.136363636,"Topological groups, Lie groups",,,,,,,,,,,
2170,Louisiana State University and Agricultural&Mechanical College,Male,Professor,133.0,1977.0,3.093023256,Commutative rings and algebras,,,,,,,,,,,
2171,Louisiana State University and Agricultural&Mechanical College,Male,Professor,77.0,1995.0,3.08,Mechanics of deformable solids,,,,,,,,,,,
2172,Louisiana State University and Agricultural&Mechanical College,Male,Professor,109.0,1975.0,2.422222222,General,Several complex variables and analytic spaces,,,,,,,,,,
2173,Louisiana State University and Agricultural&Mechanical College,Male,Professor,59.0,1985.0,1.685714286,Manifolds and cell complexes,,,,,,,,,,,
2174,Louisiana State University and Agricultural&Mechanical College,Male,Professor,51.0,1970.0,1.02,"Topological groups, Lie groups",,,,,,,,,,,
2175,Louisiana State University and Agricultural&Mechanical College,Female,Professor,5441.0,1988.0,170.03125,Numerical analysis,,,,,,,,,,,
2176,Louisiana State University and Agricultural&Mechanical College,Female,Professor,207.0,2002.0,11.5,Number theory,,,,,,,,,,,
2177,Kansas State University,Male,Professor,1501.0,1980.0,37.525,Algebraic geometry,,,,,,,,,,,
2178,Kansas State University,Male,Professor,834.0,1984.0,23.16666667,Manifolds and cell complexes,,,,,,,,,,,
2179,Kansas State University,Male,Professor,478.0,1984.0,13.27777778,Number theory,,,,,,,,,,,
2180,Kansas State University,Male,Professor,245.0,1997.0,10.65217391,Manifolds and cell complexes,,,,,,,,,,,
2181,Kansas State University,Male,Professor,220.0,1992.0,7.857142857,Functions of a complex variable,,,,,,,,,,,
2182,Kansas State University,Male,Professor,228.0,1987.0,6.909090909,Functional analysis,,,,,,,,,,,
2183,Kansas State University,Male,Professor,221.0,1984.0,6.138888889,Nonassociative rings and algebras,,,,,,,,,,,
2184,Kansas State University,Male,Professor,164.0,1991.0,5.655172414,Manifolds and cell complexes,,,,,,,,,,,
2185,Kansas State University,Male,Professor,155.0,1972.0,3.229166667,Geophysics,,,,,,,,,,,
2186,Kansas State University,Male,Professor,121.0,1975.0,2.688888889,Group theory and generalizations,,,,,,,,,,,
2187,Kansas State University,Male,Professor,45.0,1987.0,1.363636364,Group theory and generalizations,,,,,,,,,,,
2188,Kansas State University,Female,Professor,206.0,2001.0,10.84210526,Operator theory,,,,,,,,,,,
2189,Kansas State University,Female,Professor,41.0,1989.0,1.322580645,Partial differential equations,,,,,,,,,,,
2190,Johns Hopkins University,Male,Professor,3493.0,1985.0,99.8,Partial differential equations,,,,,,,,,,,
2191,Johns Hopkins University,Male,Professor,1469.0,2004.0,91.8125,Partial differential equations,,,,,,,,,,,
2192,Johns Hopkins University,Male,Professor,4297.0,1971.0,87.69387755,Partial differential equations,,,,,,,,,,,
2193,Johns Hopkins University,Male,Professor,1447.0,1989.0,46.67741935,Partial differential equations,,,,,,,,,,,
2194,Johns Hopkins University,Male,Professor,366.0,2000.0,18.3,Fourier analysis,,,,,,,,,,,
2195,Johns Hopkins University,Male,Professor,603.0,1987.0,18.27272727,Fluid mechanics,,,,,,,,,,,
2196,Johns Hopkins University,Male,Professor,731.0,1972.0,15.22916667,Algebraic topology,,,,,,,,,,,
2197,Johns Hopkins University,Male,Professor,692.0,1971.0,14.12244898,Algebraic geometry,,,,,,,,,,,
2198,Johns Hopkins University,Male,Professor,192.0,2000.0,9.6,Number theory,,,,,,,,,,,
2199,Johns Hopkins University,Male,Professor,202.0,1998.0,9.181818182,Algebraic topology,,,,,,,,,,,
2200,Johns Hopkins University,Male,Professor,105.0,2006.0,7.5,"Topological groups, Lie groups",,,,,,,,,,,
2201,Johns Hopkins University,Female,Professor,354.0,1992.0,12.64285714,Algebraic geometry,,,,,,,,,,,
2202,Johns Hopkins University,Female,Professor,102.0,1996.0,4.25,"Global analysis, analysis on manifolds",,,,,,,,,,,
2203,Iowa State University,Male,Professor,1513.0,1992.0,54.03571429,Partial differential equations,,,,,,,,,,,
2204,Iowa State University,Male,Professor,1126.0,1996.0,46.91666667,Associative rings and algebras,,,,,,,,,,,
2205,Iowa State University,Male,Professor,964.0,1997.0,41.91304348,Algebraic geometry,,,,,,,,,,,
2206,Iowa State University,Male,Professor,694.0,1990.0,23.13333333,Computer science,,,,,,,,,,,
2207,Iowa State University,Male,Professor,914.0,1976.0,20.77272727,General algebraic systems,Group theory and generalizations,,,,,,,,,,
2208,Iowa State University,Male,Professor,737.0,1981.0,18.8974359,Partial differential equations,,,,,,,,,,,
2209,Iowa State University,Male,Professor,305.0,1999.0,14.52380952,Fourier analysis,,,,,,,,,,,
2210,Iowa State University,Male,Professor,322.0,1996.0,13.41666667,Quantum theory,Systems theory; control,,,,,,,,,,
2211,Iowa State University,Male,Professor,550.0,1979.0,13.41463415,Linear and multilinear algebra; matrix theory,,,,,,,,,,,
2212,Iowa State University,Male,Professor,253.0,1995.0,10.12,Combinatorics,,,,,,,,,,,
2213,Iowa State University,Male,Professor,172.0,1991.0,5.931034483,"Operations research, mathematical programming",,,,,,,,,,,
2214,Iowa State University,Male,Professor,96.0,2003.0,5.647058824,Probability theory and stochastic processes,,,,,,,,,,,
2215,Iowa State University,Male,Professor,58.0,2005.0,3.866666667,"Information and communication, circuits",,,,,,,,,,,
2216,Iowa State University,Male,Professor,95.0,1995.0,3.8,Mathematical logic and foundations,,,,,,,,,,,
2217,Iowa State University,Male,Professor,111.0,1986.0,3.264705882,Systems theory; control,Probability theory and stochastic processes,,,,,,,,,,
2218,Iowa State University,Male,Professor,25.0,1976.0,0.568181818,"Operations research, mathematical programming",,,,,,,,,,,
2219,Iowa State University,Male,Professor,20.0,1970.0,0.4,Operator theory,,,,,,,,,,,#DIV/0!
2220,Iowa State University,Male,Professor,15.0,1977.0,0.348837209,Functions of a complex variable,,,,,,,,,,,
2221,Iowa State University,Female,Professor,49.0,2004.0,3.0625,"Information and communication, circuits",,,,,,,,,,,
2222,Indiana University Bloomington,Male,Professor,18553.0,1965.0,337.3272727,Partial differential equations,,,,,,,,,,,
2223,Indiana University Bloomington,Male,Professor,3659.0,1990.0,121.9666667,Partial differential equations,,,,,,,,,,,
2224,Indiana University Bloomington,Male,Professor,3604.0,1975.0,80.08888889,Manifolds and cell complexes,,,,,,,,,,,
2225,Indiana University Bloomington,Male,Professor,1821.0,1989.0,58.74193548,Partial differential equations,,,,,,,,,,,
2226,Indiana University Bloomington,Male,Professor,2216.0,1982.0,58.31578947,Probability theory and stochastic processes,,,,,,,,,,,
2227,Indiana University Bloomington,Male,Professor,1612.0,1986.0,47.41176471,Calculus of variations and optimal control; optimization,,,,,,,,,,,
2228,Indiana University Bloomington,Male,Professor,923.0,2000.0,46.15,Manifolds and cell complexes,,,,,,,,,,,
2229,Indiana University Bloomington,Male,Professor,1131.0,1995.0,45.24,Algebraic topology,,,,,,,,,,,
2230,Indiana University Bloomington,Male,Professor,1402.0,1988.0,43.8125,Group theory and generalizations,,,,,,,,,,,
2231,Indiana University Bloomington,Male,Professor,1726.0,1974.0,37.52173913,Operator theory,Functional analysis,,,,,,,,,,
2232,Indiana University Bloomington,Male,Professor,830.0,1988.0,25.9375,Algebraic geometry,,,,,,,,,,,
2233,Indiana University Bloomington,Male,Professor,716.0,1988.0,22.375,Manifolds and cell complexes,,,,,,,,,,,
2234,Indiana University Bloomington,Male,Professor,352.0,2004.0,22.0,Fourier analysis,,,,,,,,,,,
2235,Indiana University Bloomington,Male,Professor,412.0,1996.0,17.16666667,Combinatorics,,,,,,,,,,,
2236,Indiana University Bloomington,Male,Professor,545.0,1987.0,16.51515152,Partial differential equations,,,,,,,,,,,
2237,Indiana University Bloomington,Male,Professor,733.0,1972.0,15.27083333,Several complex variables and analytic spaces,,,,,,,,,,,
2238,Indiana University Bloomington,Male,Professor,317.0,1999.0,15.0952381,"Topological groups, Lie groups",,,,,,,,,,,
2239,Indiana University Bloomington,Male,Professor,479.0,1985.0,13.68571429,Manifolds and cell complexes,,,,,,,,,,,
2240,Indiana University Bloomington,Male,Professor,449.0,1982.0,11.81578947,Algebraic topology,,,,,,,,,,,
2241,Indiana University Bloomington,Male,Professor,401.0,1984.0,11.13888889,Mathematical logic and foundations,,,,,,,,,,,
2242,Indiana University Bloomington,Male,Professor,275.0,1994.0,10.57692308,Dynamical systems and ergodic theory,,,,,,,,,,,
2243,Indiana University Bloomington,Male,Professor,234.0,1993.0,8.666666667,Dynamical systems and ergodic theory,,,,,,,,,,,
2244,Indiana University Bloomington,Male,Professor,285.0,1982.0,7.5,Differential geometry,,,,,,,,,,,
2245,Indiana University Bloomington,Male,Professor,217.0,1983.0,5.864864865,Commutative rings and algebras,,,,,,,,,,,
2246,Indiana University Bloomington,Male,Professor,117.0,1997.0,5.086956522,"Topological groups, Lie groups",,,,,,,,,,,
2247,Indiana University Bloomington,Male,Professor,128.0,1988.0,4.0,Differential geometry,,,,,,,,,,,
2248,Indiana University Bloomington,Female,Professor,56.0,1992.0,2.0,K-theory,,,,,,,,,,,
2249,Indiana University Bloomington,Female,Professor,69.0,1979.0,1.682926829,"Global analysis, analysis on manifolds",,,,,,,,,,,
2250,Indiana University Bloomington,Female,Professor,16.0,1992.0,0.571428571,Functions of a complex variable,,,,,,,,,,,
2251,Harvard University,Male,Professor,14245.0,1970.0,284.9,Differential geometry,,,,,,,,,,,
2252,Harvard University,Male,Professor,9404.0,1977.0,218.6976744,Algebraic geometry,,,,,,,,,,,
2253,Harvard University,Male,Professor,4055.0,1986.0,119.2647059,Probability theory and stochastic processes,,,,,,,,,,,
2254,Harvard University,Male,Professor,3086.0,1984.0,85.72222222,"Global analysis, analysis on manifolds",Several complex variables and analytic spaces,,,,,,,,,,
2255,Harvard University,Male,Professor,4452.0,1959.0,72.98360656,Number theory,Algebraic geometry,,,,,,,,,,
2256,Harvard University,Male,Professor,2775.0,1978.0,66.07142857,Manifolds and cell complexes,,,,,,,,,,,
2257,Harvard University,Male,Professor,2170.0,1981.0,55.64102564,Manifolds and cell complexes,,,,,,,,,,,
2258,Harvard University,Male,Professor,1123.0,1995.0,44.92,Algebraic geometry,,,,,,,,,,,
2259,Harvard University,Male,Professor,1600.0,1984.0,44.44444444,Algebraic topology,,,,,,,,,,,
2260,Harvard University,Male,Professor,2340.0,1965.0,42.54545455,Several complex variables and analytic spaces,,,,,,,,,,,
2261,Harvard University,Male,Professor,992.0,1994.0,38.15384615,Number theory,,,,,,,,,,,
2262,Harvard University,Male,Professor,1242.0,1986.0,36.52941176,Number theory,,,,,,,,,,,
2263,Harvard University,Male,Professor,776.0,1998.0,35.27272727,Category theory; homological algebra,,,,,,,,,,,
2264,Harvard University,Male,Professor,1011.0,1989.0,32.61290323,Biology and other natural sciences,,,,,,,,,,,
2265,Harvard University,Male,Professor,739.0,1996.0,30.79166667,Differential geometry,,,,,,,,,,,
2266,Harvard University,Male,Professor,1308.0,1976.0,29.72727273,"Operations research, mathematical programming",,,,,,,,,,,
2267,Harvard University,Male,Professor,1340.0,1967.0,25.28301887,"Topological groups, Lie groups",,,,,,,,,,,
2268,Harvard University,Male,Professor,826.0,1981.0,21.17948718,Mathematical logic and foundations,,,,,,,,,,,
2269,Harvard University,Female,Professor,782.0,1996.0,32.58333333,Combinatorics,,,,,,,,,,,
2270,Georgia State University,Male,Professor,865.0,1995.0,34.6,Statistics,,,,,,,,,,,
2271,Georgia State University,Male,Professor,609.0,1990.0,20.3,Combinatorics,,,,,,,,,,,
2272,Georgia State University,Male,Professor,230.0,1998.0,10.45454545,Dynamical systems and ergodic theory,,,,,,,,,,,
2273,Georgia State University,Male,Professor,296.0,1990.0,9.866666667,Linear and multilinear algebra; matrix theory,,,,,,,,,,,
2274,Georgia State University,Male,Professor,380.0,1973.0,8.085106383,Linear and multilinear algebra; matrix theory,,,,,,,,,,,
2275,Georgia State University,Male,Professor,167.0,1997.0,7.260869565,Commutative rings and algebras,,,,,,,,,,,
2276,Georgia State University,Male,Professor,100.0,1993.0,3.703703704,Statistics,,,,,,,,,,,
2277,Georgia State University,Male,Professor,70.0,1983.0,1.891891892,Calculus of variations and optimal control; optimization,,,,,,,,,,,
2278,Georgia State University,Female,Professor,163.0,1992.0,5.821428571,Numerical analysis,,,,,,,,,,,
2279,Georgia State University,Female,Professor,0.0,2008.0,0.0,Real functions,,,,,,,,,,,
2280,Georgia Institute of Technology,Male,Professor,3285.0,1986.0,96.61764706,General algebraic systems,Quantum theory,,,,,,,,,,
2281,Georgia Institute of Technology,Male,Professor,2392.0,1984.0,66.44444444,Combinatorics,,,,,,,,,,,
2282,Georgia Institute of Technology,Male,Professor,1981.0,1987.0,60.03030303,Fourier analysis,,,,,,,,,,,
2283,Georgia Institute of Technology,Male,Professor,2250.0,1982.0,59.21052632,Dynamical systems and ergodic theory,,,,,,,,,,,
2284,Georgia Institute of Technology,Male,Professor,1369.0,1996.0,57.04166667,,,,,,,,,,,,
2285,Georgia Institute of Technology,Male,Professor,1148.0,1999.0,54.66666667,,,,,,,,,,,,
2286,Georgia Institute of Technology,Male,Professor,1614.0,1989.0,52.06451613,Fourier analysis,,,,,,,,,,,
2287,Georgia Institute of Technology,Male,Professor,870.0,2002.0,48.33333333,,,,,,,,,,,,
2288,Georgia Institute of Technology,Male,Professor,1795.0,1980.0,44.875,Approximations and expansions,Functional analysis,,,,,,,,,,
2289,Georgia Institute of Technology,Male,Professor,1145.0,1990.0,38.16666667,,,,,,,,,,,,
2290,Georgia Institute of Technology,Male,Professor,1037.0,1988.0,32.40625,Manifolds and cell complexes,,,,,,,,,,,
2291,Georgia Institute of Technology,Male,Professor,859.0,1990.0,28.63333333,Partial differential equations,,,,,,,,,,,
2292,Georgia Institute of Technology,Male,Professor,740.0,1994.0,28.46153846,,,,,,,,,,,,
2293,Georgia Institute of Technology,Male,Professor,1078.0,1978.0,25.66666667,Statistics,,,,,,,,,,,
2294,Georgia Institute of Technology,Male,Professor,752.0,1989.0,24.25806452,Probability theory and stochastic processes,,,,,,,,,,,
2295,Georgia Institute of Technology,Male,Professor,804.0,1986.0,23.64705882,Numerical analysis,,,,,,,,,,,
2296,Georgia Institute of Technology,Male,Professor,1157.0,1970.0,23.14,"Global analysis, analysis on manifolds",,,,,,,,,,,
2297,Georgia Institute of Technology,Male,Professor,390.0,2001.0,20.52631579,,,,,,,,,,,,
2298,Georgia Institute of Technology,Male,Professor,631.0,1988.0,19.71875,Combinatorics,,,,,,,,,,,
2299,Georgia Institute of Technology,Male,Professor,432.0,1994.0,16.61538462,,,,,,,,,,,,
2300,Georgia Institute of Technology,Male,Professor,243.0,2001.0,12.78947368,,,,,,,,,,,,
2301,Georgia Institute of Technology,Male,Professor,292.0,1997.0,12.69565217,,,,,,,,,,,,
2302,Georgia Institute of Technology,Male,Professor,272.0,1998.0,12.36363636,,,,,,,,,,,,
2303,Georgia Institute of Technology,Male,Professor,256.0,1999.0,12.19047619,,,,,,,,,,,,
2304,Georgia Institute of Technology,Male,Professor,218.0,2002.0,12.11111111,,,,,,,,,,,,
2305,Georgia Institute of Technology,Male,Professor,209.0,1999.0,9.952380952,,,,,,,,,,,,
2306,Georgia Institute of Technology,Male,Professor,188.0,1993.0,6.962962963,,,,,,,,,,,,
2307,Georgia Institute of Technology,Male,Professor,12.0,1997.0,0.52173913,,,,,,,,,,,,
2308,Georgia Institute of Technology,Female,Professor,202.0,1990.0,6.733333333,Ordinary differential equations,,,,,,,,,,,
2309,Georgia Institute of Technology,Female,Professor,159.0,1990.0,5.3,Operator theory,,,,,,,,,,,
2310,Georgia Institute of Technology,Female,Professor,18.0,2000.0,0.9,Biology and other natural sciences,,,,,,,,,,,
2311,Georgetown University,Male,Professor,1282.0,1981.0,32.87179487,,,,,,,,,,,,
2312,Georgetown University,Male,Professor,475.0,1996.0,19.79166667,,,,,,,,,,,,
2313,Georgetown University,Male,Professor,335.0,1988.0,10.46875,,,,,,,,,,,,
2314,Georgetown University,Male,Professor,300.0,1981.0,7.692307692,,,,,,,,,,,,
2315,Georgetown University,Male,Professor,62.0,1974.0,1.347826087,,,,,,,,,,,,
2316,Georgetown University,Male,Professor,5.0,2004.0,0.3125,,,,,,,,,,,,
2317,Georgetown University,Female,Professor,99.0,1994.0,3.807692308,,,,,,,,,,,,
2318,Georgetown University,Female,Professor,59.0,2003.0,3.470588235,,,,,,,,,,,,
2319,George Washington University,Male,Professor,1225.0,1993.0,45.37037037,,,,,,,,,,,,
2320,George Washington University,Male,Professor,1431.0,1978.0,34.07142857,,,,,,,,,,,,
2321,George Washington University,Male,Professor,385.0,1985.0,11.0,,,,,,,,,,,,
2322,George Washington University,Male,Professor,405.0,1971.0,8.265306122,,,,,,,,,,,,
2323,George Washington University,Male,Professor,219.0,1989.0,7.064516129,,,,,,,,,,,,
2324,George Washington University,Male,Professor,254.0,1983.0,6.864864865,,,,,,,,,,,,
2325,George Washington University,Male,Professor,217.0,1986.0,6.382352941,,,,,,,,,,,,
2326,George Washington University,Male,Professor,285.0,1971.0,5.816326531,,,,,,,,,,,,
2327,George Washington University,Male,Professor,29.0,1985.0,0.828571429,,,,,,,,,,,,
2328,George Washington University,Female,Professor,414.0,1981.0,10.61538462,,,,,,,,,,,,
2329,George Mason University,Male,Professor,500.0,2003.0,29.41176471,,,,,,,,,,,,
2330,George Mason University,Male,Professor,641.0,1989.0,20.67741935,,,,,,,,,,,,
2331,George Mason University,Male,Professor,598.0,1989.0,19.29032258,,,,,,,,,,,,
2332,George Mason University,Male,Professor,475.0,1993.0,17.59259259,,,,,,,,,,,,
2333,George Mason University,Male,Professor,630.0,1982.0,16.57894737,,,,,,,,,,,,
2334,George Mason University,Male,Professor,445.0,1973.0,9.468085106,,,,,,,,,,,,
2335,George Mason University,Male,Professor,329.0,1980.0,8.225,,,,,,,,,,,,
2336,George Mason University,Male,Professor,276.0,1972.0,5.75,,,,,,,,,,,,
2337,George Mason University,Male,Professor,197.0,1982.0,5.184210526,,,,,,,,,,,,
2338,George Mason University,Male,Professor,75.0,1998.0,3.409090909,,,,,,,,,,,,
2339,George Mason University,Male,Professor,82.0,1987.0,2.484848485,,,,,,,,,,,,
2340,George Mason University,Female,Professor,451.0,1978.0,10.73809524,,,,,,,,,,,,
2341,George Mason University,Female,Professor,173.0,1996.0,7.208333333,,,,,,,,,,,,
2342,George Mason University,Female,Professor,142.0,1999.0,6.761904762,,,,,,,,,,,,
2343,George Mason University,Female,Professor,119.0,2002.0,6.611111111,,,,,,,,,,,,
2344,Florida State Universty,Male,Professor,1758.0,1994.0,67.61538462,,,,,,,,,,,,
2345,Florida State Universty,Male,Professor,2491.0,1971.0,50.83673469,,,,,,,,,,,,
2346,Florida State Universty,Male,Professor,548.0,1987.0,16.60606061,,,,,,,,,,,,
2347,Florida State Universty,Male,Professor,416.0,1994.0,16.0,,,,,,,,,,,,
2348,Florida State Universty,Male,Professor,479.0,1978.0,11.4047619,,,,,,,,,,,,
2349,Florida State Universty,Male,Professor,304.0,1989.0,9.806451613,,,,,,,,,,,,
2350,Florida State Universty,Male,Professor,325.0,1986.0,9.558823529,,,,,,,,,,,,
2351,Florida State Universty,Male,Professor,323.0,1985.0,9.228571429,,,,,,,,,,,,
2352,Florida State Universty,Male,Professor,196.0,1998.0,8.909090909,,,,,,,,,,,,
2353,Florida State Universty,Male,Professor,291.0,1986.0,8.558823529,,,,,,,,,,,,
2354,Florida State Universty,Male,Professor,122.0,2003.0,7.176470588,,,,,,,,,,,,
2355,Florida State Universty,Male,Professor,132.0,1999.0,6.285714286,,,,,,,,,,,,
2356,Florida State Universty,Male,Professor,198.0,1986.0,5.823529412,,,,,,,,,,,,
2357,Florida State Universty,Male,Professor,218.0,1982.0,5.736842105,,,,,,,,,,,,
2358,Florida State Universty,Male,Professor,179.0,1969.0,3.509803922,,,,,,,,,,,,
2359,Florida State Universty,Male,Professor,113.0,1984.0,3.138888889,,,,,,,,,,,,
2360,Florida State Universty,Male,Professor,82.0,1993.0,3.037037037,,,,,,,,,,,,
2361,Florida State Universty,Male,Professor,58.0,1990.0,1.933333333,,,,,,,,,,,,
2362,Florida State Universty,Male,Professor,52.0,1982.0,1.368421053,,,,,,,,,,,,
2363,Florida State Universty,Female,Professor,170.0,1999.0,8.095238095,,,,,,,,,,,,
2364,Florida State Universty,Female,Professor,22.0,1999.0,1.047619048,,,,,,,,,,,,
2365,Florida Institute University,Male,Professor,1605.0,1999.0,76.42857143,,,,,,,,,,,,
2366,Florida Institute University,Male,Professor,307.0,1994.0,11.80769231,,,,,,,,,,,,
2367,Florida Institute University,Male,Professor,316.0,1990.0,10.53333333,,,,,,,,,,,,
2368,Florida Institute University,Male,Professor,263.0,1995.0,10.52,,,,,,,,,,,,
2369,Florida Institute University,Male,Professor,330.0,1987.0,10.0,,,,,,,,,,,,
2370,Florida Institute University,Male,Professor,188.0,1989.0,6.064516129,,,,,,,,,,,,
2371,Florida Institute University,Male,Professor,189.0,1986.0,5.558823529,,,,,,,,,,,,
2372,Florida Institute University,Male,Professor,140.0,1994.0,5.384615385,,,,,,,,,,,,
2373,Florida Institute University,Male,Professor,83.0,1993.0,3.074074074,,,,,,,,,,,,
2374,Florida Institute University,Male,Professor,84.0,1989.0,2.709677419,,,,,,,,,,,,
2375,Florida Institute University,Male,Professor,75.0,1991.0,2.586206897,,,,,,,,,,,,
2376,Florida Institute University,Male,Professor,89.0,1982.0,2.342105263,,,,,,,,,,,,
2377,Florida Institute University,Male,Professor,47.0,1984.0,1.305555556,,,,,,,,,,,,
2378,Florida Institute University,Male,Professor,25.0,1984.0,0.694444444,,,,,,,,,,,,
2379,Florida Institute University,Male,Professor,16.0,1993.0,0.592592593,,,,,,,,,,,,
2380,Florida Institute University,Female,Professor,498.0,2002.0,27.66666667,,,,,,,,,,,,
2381,Florida Institute University,Female,Professor,107.0,1992.0,3.821428571,,,,,,,,,,,,
2382,Florida Institute University,Female,Professor,19.0,1992.0,0.678571429,,,,,,,,,,,,
2383,Emory University,Male,Professor,4404.0,1973.0,93.70212766,,,,,,,,,,,,
2384,Emory University,Male,Professor,769.0,1994.0,29.57692308,,,,,,,,,,,,
2385,Emory University,Male,Professor,733.0,1991.0,25.27586207,,,,,,,,,,,,
2386,Emory University,Male,Professor,695.0,1975.0,15.44444444,,,,,,,,,,,,
2387,Emory University,Male,Professor,414.0,1992.0,14.78571429,,,,,,,,,,,,
2388,Emory University,Male,Professor,670.0,1968.0,12.88461538,,,,,,,,,,,,
2389,Emory University,Male,Professor,249.0,1993.0,9.222222222,,,,,,,,,,,,
2390,Emory University,Male,Professor,327.0,1977.0,7.604651163,,,,,,,,,,,,
2391,Emory University,Male,Professor,74.0,1995.0,2.96,,,,,,,,,,,,
2392,Emory University,Female,Professor,304.0,1985.0,8.685714286,,,,,,,,,,,,
2393,Duke University,Male,Professor,7688.0,1968.0,147.8461538,,,,,,,,,,,,
2394,Duke University,Male,Professor,4087.0,1976.0,92.88636364,,,,,,,,,,,,
2395,Duke University,Male,Professor,2364.0,1990.0,78.8,,,,,,,,,,,,
2396,Duke University,Male,Professor,1990.0,1991.0,68.62068966,,,,,,,,,,,,
2397,Duke University,Male,Professor,1393.0,1997.0,60.56521739,,,,,,,,,,,,
2398,Duke University,Male,Professor,1329.0,1998.0,60.40909091,,,,,,,,,,,,
2399,Duke University,Male,Professor,2384.0,1980.0,59.6,,,,,,,,,,,,
2400,Duke University,Male,Professor,2346.0,1979.0,57.2195122,,,,,,,,,,,,
2401,Duke University,Male,Professor,1494.0,1982.0,39.31578947,,,,,,,,,,,,
2402,Duke University,Male,Professor,1637.0,1978.0,38.97619048,,,,,,,,,,,,
2403,Duke University,Male,Professor,586.0,1997.0,25.47826087,,,,,,,,,,,,
2404,Duke University,Male,Professor,538.0,1997.0,23.39130435,,,,,,,,,,,,
2405,Duke University,Male,Professor,804.0,1976.0,18.27272727,,,,,,,,,,,,
2406,Duke University,Male,Professor,468.0,1994.0,18.0,,,,,,,,,,,,
2407,Duke University,Male,Professor,569.0,1987.0,17.24242424,,,,,,,,,,,,
2408,Duke University,Male,Professor,249.0,2000.0,12.45,,,,,,,,,,,,
2409,Duke University,Male,Professor,216.0,1998.0,9.818181818,,,,,,,,,,,,
2410,Duke University,Male,Professor,342.0,1985.0,9.771428571,,,,,,,,,,,,
2411,Duke University,Male,Professor,136.0,1991.0,4.689655172,,,,,,,,,,,,
2412,Duke University,Male,Professor,164.0,1984.0,4.555555556,,,,,,,,,,,,
2413,Duke University,Male,Professor,130.0,1984.0,3.611111111,,,,,,,,,,,,
2414,Duke University,Male,Professor,147.0,1974.0,3.195652174,,,,,,,,,,,,
2415,Duke University,Female,Professor,6860.0,1977.0,159.5348837,,,,,,,,,,,,
2416,Duke University,Female,Professor,76.0,2005.0,5.066666667,,,,,,,,,,,,
2417,Drexel University,Male,Professor,476.0,2002.0,26.44444444,,,,,,,,,,,,
2418,Drexel University,Male,Professor,609.0,1987.0,18.45454545,,,,,,,,,,,,
2419,Drexel University,Male,Professor,271.0,1999.0,12.9047619,,,,,,,,,,,,
